model,seed,param,episode,return,length,success
c,3,1.5,27,755.0,500,0.0
c,3,1.5,28,875.0,500,0.0
c,3,1.5,29,562.0,500,0.0
c,3,2.0,0,869.0,500,0.0
c,3,2.0,1,787.0,500,0.0
c,3,2.0,2,787.0,500,0.0
c,3,2.0,3,1000.0,500,0.0
c,3,2.0,4,508.0,500,0.0
c,3,2.0,5,510.0,500,0.0
c,3,2.0,6,539.0,500,0.0
c,3,2.0,7,661.0,500,0.0
c,3,2.0,8,438.0,500,0.0
c,3,2.0,9,876.0,500,0.0
c,3,2.0,10,399.0,500,0.0
c,3,2.0,11,873.0,500,0.0
c,3,2.0,12,830.0,500,0.0
c,3,2.0,13,736.0,500,0.0
c,3,2.0,14,782.0,500,0.0
c,3,2.0,15,872.0,500,0.0
c,3,2.0,16,406.0,500,0.0
c,3,2.0,17,870.0,500,0.0
c,3,2.0,18,742.0,500,0.0
c,3,2.0,19,875.0,500,0.0
c,3,2.0,20,782.0,500,0.0
c,3,2.0,21,783.0,500,0.0
c,3,2.0,22,876.0,500,0.0
c,3,2.0,23,583.0,500,0.0
c,3,2.0,24,866.0,500,0.0
c,3,2.0,25,653.0,500,0.0
c,3,2.0,26,785.0,500,0.0
c,3,2.0,27,654.0,500,0.0
c,3,2.0,28,928.0,500,0.0
c,3,2.0,29,430.0,500,0.0
c,3,2.5,0,870.0,500,0.0
c,3,2.5,1,732.0,500,0.0
c,3,2.5,2,328.0,500,0.0
c,3,2.5,3,1000.0,500,0.0
c,3,2.5,4,160.0,500,0.0
c,3,2.5,5,163.0,500,0.0
c,3,2.5,6,199.0,500,0.0
c,3,2.5,7,268.0,500,0.0
c,3,2.5,8,305.0,500,0.0
c,3,2.5,9,406.0,500,0.0
c,3,2.5,10,159.0,500,0.0
c,3,2.5,11,387.0,500,0.0
c,3,2.5,12,353.0,500,0.0
c,3,2.5,13,682.0,500,0.0
c,3,2.5,14,354.0,500,0.0
c,3,2.5,15,867.0,500,0.0
c,3,2.5,16,227.0,500,0.0
c,3,2.5,17,871.0,500,0.0
c,3,2.5,18,282.0,500,0.0
c,3,2.5,19,378.0,500,0.0
c,3,2.5,20,678.0,500,0.0
c,3,2.5,21,370.0,500,0.0
c,3,2.5,22,392.0,500,0.0
c,3,2.5,23,436.0,500,0.0
c,3,2.5,24,868.0,500,0.0
c,3,2.5,25,549.0,500,0.0
c,3,2.5,26,305.0,500,0.0
c,3,2.5,27,606.0,500,0.0
c,3,2.5,28,873.0,500,0.0
c,3,2.5,29,159.0,500,0.0
o,3,0.5,0,944.0,500,0.0
o,3,0.5,1,947.0,500,0.0
o,3,0.5,2,947.0,500,0.0
o,3,0.5,3,1000.0,500,0.0
o,3,0.5,4,868.0,500,0.0
o,3,0.5,5,869.0,500,0.0
o,3,0.5,6,870.0,500,0.0
o,3,0.5,7,908.0,500,0.0
o,3,0.5,8,860.0,500,0.0
o,3,0.5,9,941.0,500,0.0
o,3,0.5,10,832.0,500,0.0
o,3,0.5,11,938.0,500,0.0
o,3,0.5,12,950.0,500,0.0
o,3,0.5,13,943.0,500,0.0
o,3,0.5,14,950.0,500,0.0
o,3,0.5,15,948.0,500,0.0
o,3,0.5,16,832.0,500,0.0
o,3,0.5,17,945.0,500,0.0
o,3,0.5,18,924.0,500,0.0
o,3,0.5,19,943.0,500,0.0
o,3,0.5,20,945.0,500,0.0
o,3,0.5,21,949.0,500,0.0
o,3,0.5,22,941.0,500,0.0
o,3,0.5,23,870.0,500,0.0
o,3,0.5,24,985.0,500,0.0
o,3,0.5,25,907.0,500,0.0
o,3,0.5,26,949.0,500,0.0
o,3,0.5,27,908.0,500,0.0
o,3,0.5,28,948.0,500,0.0
o,3,0.5,29,834.0,500,0.0
o,3,1.0,0,940.0,500,0.0
o,3,1.0,1,894.0,500,0.0
o,3,1.0,2,894.0,500,0.0
o,3,1.0,3,1000.0,500,0.0
o,3,1.0,4,733.0,500,0.0
o,3,1.0,5,733.0,500,0.0
o,3,1.0,6,771.0,500,0.0
o,3,1.0,7,807.0,500,0.0
o,3,1.0,8,699.0,500,0.0
o,3,1.0,9,939.0,500,0.0
o,3,1.0,10,704.0,500,0.0
o,3,1.0,11,937.0,500,0.0
o,3,1.0,12,940.0,500,0.0
o,3,1.0,13,884.0,500,0.0
o,3,1.0,14,896.0,500,0.0
o,3,1.0,15,943.0,500,0.0
o,3,1.0,16,704.0,500,0.0
o,3,1.0,17,941.0,500,0.0
o,3,1.0,18,851.0,500,0.0
o,3,1.0,19,942.0,500,0.0
o,3,1.0,20,891.0,500,0.0
o,3,1.0,21,895.0,500,0.0
o,3,1.0,22,940.0,500,0.0
o,3,1.0,23,770.0,500,0.0
o,3,1.0,24,939.0,500,0.0
o,3,1.0,25,806.0,500,0.0
o,3,1.0,26,895.0,500,0.0
o,3,1.0,27,833.0,500,0.0
o,3,1.0,28,943.0,500,0.0
o,3,1.0,29,682.0,500,0.0
o,3,1.5,0,937.0,500,0.0
o,3,1.5,1,840.0,500,0.0
o,3,1.5,2,840.0,500,0.0
o,3,1.5,3,1000.0,500,0.0
o,3,1.5,4,633.0,500,0.0
o,3,1.5,5,588.0,500,0.0
o,3,1.5,6,636.0,500,0.0
o,3,1.5,7,698.0,500,0.0
o,3,1.5,8,565.0,500,0.0
o,3,1.5,9,936.0,500,0.0
o,3,1.5,10,519.0,500,0.0
o,3,1.5,11,934.0,500,0.0
o,3,1.5,12,887.0,500,0.0
o,3,1.5,13,780.0,500,0.0
o,3,1.5,14,883.0,500,0.0
o,3,1.5,15,941.0,500,0.0
o,3,1.5,16,525.0,500,0.0
o,3,1.5,17,938.0,500,0.0
o,3,1.5,18,795.0,500,0.0
o,3,1.5,19,939.0,500,0.0
o,3,1.5,20,837.0,500,0.0
o,3,1.5,21,838.0,500,0.0
o,3,1.5,22,936.0,500,0.0
o,3,1.5,23,675.0,500,0.0
o,3,1.5,24,936.0,500,0.0
o,3,1.5,25,754.0,500,0.0
o,3,1.5,26,837.0,500,0.0
o,3,1.5,27,755.0,500,0.0
o,3,1.5,28,940.0,500,0.0
o,3,1.5,29,559.0,500,0.0
o,3,2.0,0,933.0,500,0.0
o,3,2.0,1,786.0,500,0.0
o,3,2.0,2,785.0,500,0.0
o,3,2.0,3,1000.0,500,0.0
o,3,2.0,4,509.0,500,0.0
o,3,2.0,5,510.0,500,0.0
o,3,2.0,6,541.0,500,0.0
o,3,2.0,7,660.0,500,0.0
o,3,2.0,8,436.0,500,0.0
o,3,2.0,9,935.0,500,0.0
o,3,2.0,10,392.0,500,0.0
o,3,2.0,11,932.0,500,0.0
o,3,2.0,12,881.0,500,0.0
o,3,2.0,13,733.0,500,0.0
o,3,2.0,14,830.0,500,0.0
o,3,2.0,15,937.0,500,0.0
o,3,2.0,16,396.0,500,0.0
o,3,2.0,17,934.0,500,0.0
o,3,2.0,18,742.0,500,0.0
o,3,2.0,19,938.0,500,0.0
o,3,2.0,20,783.0,500,0.0
o,3,2.0,21,778.0,500,0.0
o,3,2.0,22,935.0,500,0.0
o,3,2.0,23,583.0,500,0.0
o,3,2.0,24,932.0,500,0.0
o,3,2.0,25,652.0,500,0.0
o,3,2.0,26,778.0,500,0.0
o,3,2.0,27,651.0,500,0.0
o,3,2.0,28,928.0,500,0.0
o,3,2.0,29,426.0,500,0.0
o,3,2.5,0,932.0,500,0.0
o,3,2.5,1,660.0,500,0.0
o,3,2.5,2,730.0,500,0.0
o,3,2.5,3,1000.0,500,0.0
o,3,2.5,4,369.0,500,0.0
o,3,2.5,5,371.0,500,0.0
o,3,2.5,6,406.0,500,0.0
o,3,2.5,7,560.0,500,0.0
o,3,2.5,8,306.0,500,0.0
o,3,2.5,9,933.0,500,0.0
o,3,2.5,10,270.0,500,0.0
o,3,2.5,11,930.0,500,0.0
o,3,2.5,12,821.0,500,0.0
o,3,2.5,13,677.0,500,0.0
o,3,2.5,14,773.0,500,0.0
o,3,2.5,15,936.0,500,0.0
o,3,2.5,16,215.0,500,0.0
o,3,2.5,17,933.0,500,0.0
o,3,2.5,18,636.0,500,0.0
o,3,2.5,19,936.0,500,0.0
o,3,2.5,20,728.0,500,0.0
o,3,2.5,21,773.0,500,0.0
o,3,2.5,22,933.0,500,0.0
o,3,2.5,23,431.0,500,0.0
o,3,2.5,24,931.0,500,0.0
o,3,2.5,25,604.0,500,0.0
o,3,2.5,26,724.0,500,0.0
o,3,2.5,27,606.0,500,0.0
o,3,2.5,28,874.0,500,0.0
o,3,2.5,29,296.0,500,0.0
