model,seed,param,episode,return,length,success
o,0,1.0,16,700.0,500,0.0
o,0,1.0,17,762.0,500,0.0
o,0,1.0,18,786.0,500,0.0
o,0,1.0,19,772.0,500,0.0
o,0,1.0,20,657.0,500,0.0
o,0,1.0,21,810.0,500,0.0
o,0,1.0,22,934.0,500,0.0
o,0,1.0,23,806.0,500,0.0
o,0,1.0,24,739.0,500,0.0
o,0,1.0,25,943.0,500,0.0
o,0,1.0,26,772.0,500,0.0
o,0,1.0,27,691.0,500,0.0
o,0,1.0,28,1000.0,500,0.0
o,0,1.0,29,942.0,500,0.0
o,0,1.5,0,935.0,500,0.0
o,0,1.5,1,838.0,500,0.0
o,0,1.5,2,941.0,500,0.0
o,0,1.5,3,934.0,500,0.0
o,0,1.5,4,940.0,500,0.0
o,0,1.5,5,887.0,500,0.0
o,0,1.5,6,937.0,500,0.0
o,0,1.5,7,637.0,500,0.0
o,0,1.5,8,567.0,500,0.0
o,0,1.5,9,939.0,500,0.0
o,0,1.5,10,698.0,500,0.0
o,0,1.5,11,930.0,500,0.0
o,0,1.5,12,938.0,500,0.0
o,0,1.5,13,604.0,500,0.0
o,0,1.5,14,600.0,500,0.0
o,0,1.5,15,601.0,500,0.0
o,0,1.5,16,524.0,500,0.0
o,0,1.5,17,668.0,500,0.0
o,0,1.5,18,754.0,500,0.0
o,0,1.5,19,633.0,500,0.0
o,0,1.5,20,0.0,500,0.0
o,0,1.5,21,708.0,500,0.0
o,0,1.5,22,933.0,500,0.0
o,0,1.5,23,755.0,500,0.0
o,0,1.5,24,639.0,500,0.0
o,0,1.5,25,886.0,500,0.0
o,0,1.5,26,675.0,500,0.0
o,0,1.5,27,561.0,500,0.0
o,0,1.5,28,923.0,500,0.0
o,0,1.5,29,940.0,500,0.0
o,0,2.0,0,933.0,500,0.0
o,0,2.0,1,731.0,500,0.0
o,0,2.0,2,937.0,500,0.0
o,0,2.0,3,932.0,500,0.0
o,0,2.0,4,937.0,500,0.0
o,0,2.0,5,882.0,500,0.0
o,0,2.0,6,935.0,500,0.0
o,0,2.0,7,507.0,500,0.0
o,0,2.0,8,385.0,500,0.0
o,0,2.0,9,879.0,500,0.0
o,0,2.0,10,661.0,500,0.0
o,0,2.0,11,927.0,500,0.0
o,0,2.0,12,936.0,500,0.0
o,0,2.0,13,470.0,500,0.0
o,0,2.0,14,410.0,500,0.0
o,0,2.0,15,467.0,500,0.0
o,0,2.0,16,399.0,500,0.0
o,0,2.0,17,576.0,500,0.0
o,0,2.0,18,652.0,500,0.0
o,0,2.0,19,546.0,500,0.0
o,0,2.0,20,0.0,500,0.0
o,0,2.0,21,602.0,500,0.0
o,0,2.0,22,930.0,500,0.0
o,0,2.0,23,654.0,500,0.0
o,0,2.0,24,496.0,500,0.0
o,0,2.0,25,881.0,500,0.0
o,0,2.0,26,538.0,500,0.0
o,0,2.0,27,433.0,500,0.0
o,0,2.0,28,925.0,500,0.0
o,0,2.0,29,938.0,500,0.0
o,0,2.5,0,930.0,500,0.0
o,0,2.5,1,681.0,500,0.0
o,0,2.5,2,878.0,500,0.0
o,0,2.5,3,930.0,500,0.0
o,0,2.5,4,934.0,500,0.0
o,0,2.5,5,817.0,500,0.0
o,0,2.5,6,931.0,500,0.0
o,0,2.5,7,372.0,500,0.0
o,0,2.5,8,215.0,500,0.0
o,0,2.5,9,872.0,500,0.0
o,0,2.5,10,511.0,500,0.0
o,0,2.5,11,925.0,500,0.0
o,0,2.5,12,934.0,500,0.0
o,0,2.5,13,290.0,500,0.0
o,0,2.5,14,286.0,500,0.0
o,0,2.5,15,336.0,500,0.0
o,0,2.5,16,174.0,500,0.0
o,0,2.5,17,435.0,500,0.0
o,0,2.5,18,605.0,500,0.0
o,0,2.5,19,356.0,500,0.0
o,0,2.5,20,224.0,500,0.0
o,0,2.5,21,515.0,500,0.0
o,0,2.5,22,925.0,500,0.0
o,0,2.5,23,533.0,500,0.0
o,0,2.5,24,350.0,500,0.0
o,0,2.5,25,806.0,500,0.0
o,0,2.5,26,396.0,500,0.0
o,0,2.5,27,303.0,500,0.0
o,0,2.5,28,916.0,500,0.0
o,0,2.5,29,935.0,500,0.0
baseline,1,0.5,0,944.0,500,0.0
baseline,1,0.5,1,901.0,500,0.0
baseline,1,0.5,2,827.0,500,0.0
baseline,1,0.5,3,903.0,500,0.0
baseline,1,0.5,4,860.0,500,0.0
baseline,1,0.5,5,824.0,500,0.0
baseline,1,0.5,6,903.0,500,0.0
baseline,1,0.5,7,948.0,500,0.0
baseline,1,0.5,8,946.0,500,0.0
baseline,1,0.5,9,941.0,500,0.0
baseline,1,0.5,10,944.0,500,0.0
baseline,1,0.5,11,948.0,500,0.0
baseline,1,0.5,12,905.0,500,0.0
baseline,1,0.5,13,861.0,500,0.0
baseline,1,0.5,14,826.0,500,0.0
baseline,1,0.5,15,948.0,500,0.0
baseline,1,0.5,16,944.0,500,0.0
baseline,1,0.5,17,943.0,500,0.0
baseline,1,0.5,18,861.0,500,0.0
baseline,1,0.5,19,904.0,500,0.0
baseline,1,0.5,20,862.0,500,0.0
baseline,1,0.5,21,824.0,500,0.0
baseline,1,0.5,22,948.0,500,0.0
baseline,1,0.5,23,947.0,500,0.0
baseline,1,0.5,24,860.0,500,0.0
baseline,1,0.5,25,866.0,500,0.0
baseline,1,0.5,26,824.0,500,0.0
baseline,1,0.5,27,826.0,500,0.0
baseline,1,0.5,28,860.0,500,0.0
baseline,1,0.5,29,861.0,500,0.0
baseline,1,1.0,0,943.0,500,0.0
baseline,1,1.0,1,886.0,500,0.0
baseline,1,1.0,2,665.0,500,0.0
baseline,1,1.0,3,896.0,500,0.0
baseline,1,1.0,4,773.0,500,0.0
baseline,1,1.0,5,737.0,500,0.0
baseline,1,1.0,6,811.0,500,0.0
baseline,1,1.0,7,937.0,500,0.0
baseline,1,1.0,8,943.0,500,0.0
baseline,1,1.0,9,938.0,500,0.0
baseline,1,1.0,10,942.0,500,0.0
baseline,1,1.0,11,896.0,500,0.0
baseline,1,1.0,12,812.0,500,0.0
baseline,1,1.0,13,768.0,500,0.0
baseline,1,1.0,14,703.0,500,0.0
baseline,1,1.0,15,896.0,500,0.0
baseline,1,1.0,16,942.0,500,0.0
baseline,1,1.0,17,941.0,500,0.0
baseline,1,1.0,18,772.0,500,0.0
baseline,1,1.0,19,812.0,500,0.0
baseline,1,1.0,20,812.0,500,0.0
baseline,1,1.0,21,703.0,500,0.0
baseline,1,1.0,22,896.0,500,0.0
baseline,1,1.0,23,895.0,500,0.0
baseline,1,1.0,24,769.0,500,0.0
baseline,1,1.0,25,735.0,500,0.0
baseline,1,1.0,26,736.0,500,0.0
baseline,1,1.0,27,701.0,500,0.0
baseline,1,1.0,28,789.0,500,0.0
baseline,1,1.0,29,767.0,500,0.0
baseline,1,1.5,0,160.0,500,0.0
baseline,1,1.5,1,135.0,500,0.0
baseline,1,1.5,2,81.0,500,0.0
baseline,1,1.5,3,838.0,500,0.0
baseline,1,1.5,4,670.0,500,0.0
baseline,1,1.5,5,601.0,500,0.0
