step,episode_reward
0.0,26.32943344116211
500.0,28.301876068115234
1000.0,24.122209548950195
1500.0,23.4849853515625
2000.0,27.980030059814453
2500.0,25.201412200927734
3000.0,72.71552276611328
3500.0,106.3506851196289
4000.0,132.66400146484375
4500.0,103.87664794921875
5000.0,132.77505493164062
5500.0,104.45893859863281
6000.0,131.33143615722656
6500.0,145.70162963867188
7000.0,168.83181762695312
7500.0,134.5428466796875
8000.0,145.0758819580078
8500.0,167.6865692138672
9000.0,197.19833374023438
9500.0,239.35116577148438
10000.0,297.64910888671875
10500.0,305.6257019042969
11000.0,308.99359130859375
11500.0,440.8562927246094
12000.0,433.9683532714844
12500.0,582.8992919921875
13000.0,337.8214111328125
13500.0,382.05450439453125
14000.0,451.1224670410156
14500.0,539.700927734375
15000.0,581.7052001953125
15500.0,529.3189086914062
16000.0,714.888916015625
16500.0,661.825927734375
17000.0,676.6281127929688
17500.0,804.0325927734375
18000.0,790.5842895507812
18500.0,775.8101196289062
19000.0,745.9412841796875
19500.0,812.7415161132812
20000.0,783.6672973632812
20500.0,873.3251953125
21000.0,600.9871826171875
21500.0,577.1590576171875
22000.0,663.5513916015625
22500.0,632.1879272460938
23000.0,828.10498046875
23500.0,912.1980590820312
24000.0,846.53759765625
24500.0,913.4275512695312
25000.0,589.6593017578125
25500.0,819.12646484375
26000.0,727.539306640625
26500.0,947.5897216796875
27000.0,700.8568115234375
27500.0,934.6666259765625
28000.0,796.1347045898438
28500.0,874.1927490234375
29000.0,794.346923828125
29500.0,945.705078125
30000.0,832.20947265625
30500.0,955.4415283203125
31000.0,878.3474731445312
31500.0,928.5579223632812
32000.0,806.02099609375
32500.0,838.0018310546875
33000.0,758.6783447265625
33500.0,929.62109375
34000.0,847.5245971679688
34500.0,857.8453369140625
35000.0,941.50634765625
35500.0,879.4221801757812
36000.0,875.7310791015625
36500.0,860.8142700195312
37000.0,966.90234375
37500.0,905.86279296875
38000.0,948.2174072265625
38500.0,935.9248046875
39000.0,951.974609375
39500.0,964.6408081054688
40000.0,958.73779296875
40500.0,809.6027221679688
41000.0,796.018798828125
41500.0,797.3709716796875
42000.0,870.1424560546875
42500.0,901.7174682617188
43000.0,919.4835205078125
43500.0,945.7947998046875
44000.0,925.2106323242188
44500.0,961.3126831054688
45000.0,969.0701904296875
45500.0,927.4085083007812
46000.0,963.0791015625
46500.0,961.1151123046875
47000.0,954.7760009765625
47500.0,964.3386840820312
48000.0,958.2630004882812
48500.0,960.9979248046875
49000.0,943.6028442382812
49500.0,775.5626220703125
50000.0,963.23193359375
50500.0,846.09228515625
51000.0,947.361328125
51500.0,963.60107421875
52000.0,909.89306640625
52500.0,861.64208984375
53000.0,854.57421875
53500.0,955.6883544921875
54000.0,959.08349609375
54500.0,960.1494140625
55000.0,968.8023681640625
55500.0,960.4674072265625
56000.0,930.6966552734375
56500.0,959.8986206054688
57000.0,963.0162353515625
57500.0,969.8274536132812
58000.0,961.6697998046875
58500.0,865.0198364257812
59000.0,969.8489990234375
59500.0,963.4620361328125
60000.0,976.1970825195312
60500.0,959.7918701171875
61000.0,949.5126953125
61500.0,969.1109619140625
62000.0,968.1720581054688
62500.0,950.5416259765625
63000.0,947.2762451171875
63500.0,964.3973388671875
64000.0,973.01708984375
64500.0,816.128662109375
65000.0,879.5697021484375
65500.0,941.1951904296875
66000.0,968.3030395507812
66500.0,962.5970458984375
67000.0,972.9627685546875
67500.0,863.2892456054688
68000.0,963.8201904296875
68500.0,963.5858154296875
69000.0,869.9007568359375
69500.0,878.3271484375
70000.0,874.8557739257812
70500.0,968.2096557617188
71000.0,952.5451049804688
71500.0,971.4690551757812
72000.0,969.5491943359375
72500.0,958.7639770507812
73000.0,975.1041870117188
73500.0,963.5400390625
74000.0,959.9850463867188
74500.0,896.1658325195312
75000.0,955.2586669921875
75500.0,969.6961669921875
76000.0,971.5006103515625
76500.0,949.7503051757812
77000.0,974.5999145507812
77500.0,959.2644653320312
78000.0,969.3629760742188
78500.0,938.6865234375
79000.0,972.0703125
79500.0,954.05029296875
80000.0,941.9871826171875
80500.0,931.9885864257812
81000.0,954.7537231445312
81500.0,849.6110229492188
82000.0,934.4656372070312
82500.0,963.0914916992188
83000.0,959.9656372070312
83500.0,968.2322387695312
84000.0,969.6565551757812
84500.0,972.0090942382812
85000.0,961.3723754882812
85500.0,970.3200073242188
86000.0,958.54833984375
86500.0,861.2366943359375
87000.0,973.91357421875
87500.0,972.8615112304688
88000.0,976.6803588867188
88500.0,970.1945190429688
89000.0,963.9837036132812
89500.0,880.1515502929688
90000.0,956.60009765625
90500.0,972.4396362304688
91000.0,966.5738525390625
91500.0,952.7275390625
92000.0,966.1973876953125
92500.0,960.4920043945312
93000.0,983.2293701171875
93500.0,957.4572143554688
94000.0,961.8619995117188
94500.0,962.9664306640625
95000.0,960.0120849609375
95500.0,973.1527099609375
96000.0,930.48828125
96500.0,942.6456298828125
97000.0,971.1189575195312
97500.0,944.2605590820312
98000.0,937.3639526367188
98500.0,962.2940673828125
99000.0,959.4025268554688
99500.0,963.4161376953125
100000.0,973.6944580078125
