step,episode_reward
0.0,16.60115623474121
500.0,23.88726234436035
1000.0,22.761486053466797
1500.0,21.423458099365234
2000.0,20.88016128540039
2500.0,19.32107162475586
3000.0,87.31497192382812
3500.0,104.5343246459961
4000.0,149.9385986328125
4500.0,98.42436218261719
5000.0,100.12550354003906
5500.0,182.96368408203125
6000.0,132.37673950195312
6500.0,167.35707092285156
7000.0,257.27423095703125
7500.0,352.4331970214844
8000.0,263.01611328125
8500.0,359.94873046875
9000.0,395.3897399902344
9500.0,436.14349365234375
10000.0,136.20565795898438
10500.0,312.6475524902344
11000.0,516.5327758789062
11500.0,539.8271484375
12000.0,65.81111145019531
12500.0,341.368896484375
13000.0,653.7212524414062
13500.0,779.5721435546875
14000.0,838.6907348632812
14500.0,876.3173828125
15000.0,905.9554443359375
15500.0,956.1637573242188
16000.0,934.9730224609375
16500.0,873.4993896484375
17000.0,939.8270263671875
17500.0,935.10791015625
18000.0,949.216796875
18500.0,932.5963134765625
19000.0,903.2486572265625
19500.0,960.1700439453125
20000.0,955.4285278320312
20500.0,938.7689208984375
21000.0,948.8357543945312
21500.0,935.5579223632812
22000.0,952.6676635742188
22500.0,946.1246948242188
23000.0,958.2684326171875
23500.0,967.39599609375
24000.0,958.2861328125
24500.0,956.0940551757812
25000.0,964.8411865234375
25500.0,961.3225708007812
26000.0,941.4714965820312
26500.0,954.3924560546875
27000.0,953.7747802734375
27500.0,936.10693359375
28000.0,950.4906005859375
28500.0,971.6403198242188
29000.0,969.2581176757812
29500.0,956.2791137695312
30000.0,961.0120849609375
30500.0,960.1369018554688
31000.0,972.9161987304688
31500.0,958.78759765625
32000.0,972.1989135742188
32500.0,965.3914794921875
33000.0,970.2864379882812
33500.0,958.5445556640625
34000.0,965.9483642578125
34500.0,959.8499755859375
35000.0,963.275390625
35500.0,965.4930419921875
36000.0,964.9205932617188
36500.0,967.4678955078125
37000.0,939.8777465820312
37500.0,960.0558471679688
38000.0,946.4357299804688
38500.0,969.2199096679688
39000.0,961.1819458007812
39500.0,963.9892578125
40000.0,957.5245361328125
40500.0,968.9970703125
41000.0,957.3854370117188
41500.0,968.8170776367188
42000.0,974.3512573242188
42500.0,975.0929565429688
43000.0,964.9302978515625
43500.0,974.6917114257812
44000.0,959.345703125
44500.0,972.6672973632812
45000.0,973.5437622070312
45500.0,963.5994262695312
46000.0,947.0133056640625
46500.0,957.5900268554688
47000.0,961.5979614257812
47500.0,971.6529541015625
48000.0,972.60791015625
48500.0,968.0182495117188
49000.0,966.22998046875
49500.0,960.4168090820312
50000.0,950.7086181640625
50500.0,975.1962890625
51000.0,967.12841796875
51500.0,971.28515625
52000.0,963.5120849609375
52500.0,966.6427001953125
53000.0,981.1712036132812
53500.0,970.2575073242188
54000.0,964.3864135742188
54500.0,965.9197998046875
55000.0,973.8013916015625
55500.0,972.47900390625
56000.0,969.8955078125
56500.0,963.5433349609375
57000.0,967.7604370117188
57500.0,974.4542846679688
58000.0,967.2268676757812
58500.0,973.4216918945312
59000.0,974.4635620117188
59500.0,964.7254028320312
60000.0,965.1639404296875
60500.0,965.6214599609375
61000.0,971.6409912109375
61500.0,957.5696411132812
62000.0,974.4977416992188
62500.0,970.2113037109375
63000.0,980.1751098632812
63500.0,973.1146240234375
64000.0,971.0008544921875
64500.0,969.5513916015625
65000.0,980.9371948242188
65500.0,969.8740234375
66000.0,971.40185546875
66500.0,965.0142822265625
67000.0,974.3126831054688
67500.0,973.9343872070312
68000.0,973.0803833007812
68500.0,973.7824096679688
69000.0,972.9818115234375
69500.0,974.9139404296875
70000.0,974.7879028320312
70500.0,969.5177612304688
71000.0,962.4619140625
71500.0,968.6604614257812
72000.0,969.0704345703125
72500.0,972.1060791015625
73000.0,965.3309326171875
73500.0,980.3380737304688
74000.0,969.4608154296875
74500.0,974.6873779296875
75000.0,959.7252807617188
75500.0,967.9068603515625
76000.0,973.5978393554688
76500.0,967.9478759765625
77000.0,971.0322265625
77500.0,971.6866455078125
78000.0,961.95166015625
78500.0,975.2647705078125
79000.0,970.34130859375
79500.0,968.8216552734375
80000.0,976.59765625
80500.0,969.8987426757812
81000.0,977.0628662109375
81500.0,976.6119995117188
82000.0,977.15478515625
82500.0,967.7037353515625
83000.0,969.8521728515625
83500.0,974.5477294921875
84000.0,972.9212036132812
84500.0,976.4920043945312
85000.0,965.5078125
85500.0,974.0997314453125
86000.0,962.9470825195312
86500.0,967.2434692382812
87000.0,967.326171875
87500.0,980.9323120117188
88000.0,976.36962890625
88500.0,971.3908081054688
89000.0,960.0494384765625
89500.0,980.2413940429688
90000.0,977.88916015625
90500.0,979.2966918945312
91000.0,974.9191284179688
91500.0,979.4246826171875
92000.0,984.7879638671875
92500.0,977.4168090820312
93000.0,968.939453125
93500.0,975.3883056640625
94000.0,965.1085205078125
94500.0,955.958984375
95000.0,978.7418823242188
95500.0,962.71240234375
96000.0,956.9454956054688
96500.0,973.0723876953125
97000.0,977.6966552734375
97500.0,977.2102661132812
98000.0,978.6964111328125
98500.0,972.0889892578125
99000.0,978.6803588867188
99500.0,972.7742919921875
100000.0,973.1160278320312
