step,episode_reward
0.0,27.237972259521484
500.0,26.764240264892578
1000.0,28.888126373291016
1500.0,29.129486083984375
2000.0,24.80091094970703
2500.0,22.526817321777344
3000.0,90.04810333251953
3500.0,45.828468322753906
4000.0,41.826438903808594
4500.0,110.27516174316406
5000.0,76.49344635009766
5500.0,97.7166976928711
6000.0,126.20457458496094
6500.0,173.65240478515625
7000.0,192.86279296875
7500.0,251.9274139404297
8000.0,234.04959106445312
8500.0,183.7180633544922
9000.0,252.7630157470703
9500.0,338.5762939453125
10000.0,331.17498779296875
10500.0,345.44158935546875
11000.0,451.71844482421875
11500.0,478.532470703125
12000.0,404.5608215332031
12500.0,702.5215454101562
13000.0,640.2076416015625
13500.0,393.90191650390625
14000.0,597.29443359375
14500.0,735.7451171875
15000.0,831.3341064453125
15500.0,553.6673583984375
16000.0,626.5227661132812
16500.0,659.8543701171875
17000.0,849.2785034179688
17500.0,630.78759765625
18000.0,683.8263549804688
18500.0,671.6278686523438
19000.0,824.1622314453125
19500.0,719.0816650390625
20000.0,790.7234497070312
20500.0,897.3079833984375
21000.0,755.2853393554688
21500.0,816.7576293945312
22000.0,781.4742431640625
22500.0,706.0595092773438
23000.0,824.43896484375
23500.0,922.4560546875
24000.0,873.0518798828125
24500.0,748.7904052734375
25000.0,782.5829467773438
25500.0,950.5279541015625
26000.0,884.3760986328125
26500.0,878.3157348632812
27000.0,816.2310180664062
27500.0,737.1405029296875
28000.0,815.57177734375
28500.0,823.3944091796875
29000.0,856.2269287109375
29500.0,893.2906494140625
30000.0,921.4486083984375
30500.0,742.1911010742188
31000.0,918.3771362304688
31500.0,863.2725830078125
32000.0,916.93408203125
32500.0,846.4773559570312
33000.0,882.8674926757812
33500.0,867.7802734375
34000.0,818.1924438476562
34500.0,912.2923583984375
35000.0,822.0244140625
35500.0,834.1046142578125
36000.0,722.2017822265625
36500.0,902.8125
37000.0,795.7969970703125
37500.0,839.7662963867188
38000.0,950.5748901367188
38500.0,864.0940551757812
39000.0,833.7752075195312
39500.0,853.7604370117188
40000.0,880.8722534179688
40500.0,947.3284301757812
41000.0,869.9300537109375
41500.0,961.951171875
42000.0,911.5485229492188
42500.0,863.3529052734375
43000.0,867.0418701171875
43500.0,820.0146484375
44000.0,916.1423950195312
44500.0,905.0431518554688
45000.0,927.4925537109375
45500.0,834.5275268554688
46000.0,891.0225830078125
46500.0,937.5643310546875
47000.0,899.0691528320312
47500.0,931.6322021484375
48000.0,915.4440307617188
48500.0,861.1428833007812
49000.0,886.2474365234375
49500.0,890.5291137695312
50000.0,928.70849609375
50500.0,861.4015502929688
51000.0,962.4833984375
51500.0,892.7996215820312
52000.0,885.5875244140625
52500.0,917.4362182617188
53000.0,882.4303588867188
53500.0,908.5579833984375
54000.0,931.1417236328125
54500.0,941.7273559570312
55000.0,920.7473754882812
55500.0,899.2555541992188
56000.0,959.7496948242188
56500.0,948.4188232421875
57000.0,893.08935546875
57500.0,926.3052978515625
58000.0,854.2459716796875
58500.0,962.4378051757812
59000.0,892.9542846679688
59500.0,963.99951171875
60000.0,949.0390625
60500.0,906.27783203125
61000.0,958.6978759765625
61500.0,936.53564453125
62000.0,870.8128662109375
62500.0,941.8908081054688
63000.0,885.8507080078125
63500.0,829.1873168945312
64000.0,840.0684814453125
64500.0,945.1168212890625
65000.0,862.58251953125
65500.0,944.7765502929688
66000.0,880.9361572265625
66500.0,933.7669677734375
67000.0,944.08251953125
67500.0,894.86474609375
68000.0,914.1061401367188
68500.0,913.5694580078125
69000.0,948.2880859375
69500.0,894.865234375
70000.0,886.1962890625
70500.0,952.94677734375
71000.0,790.0513305664062
71500.0,927.8478393554688
72000.0,925.2064208984375
72500.0,877.482421875
73000.0,941.77490234375
73500.0,854.11279296875
74000.0,896.4034423828125
74500.0,905.5861206054688
75000.0,929.1990966796875
75500.0,900.6882934570312
76000.0,910.0706787109375
76500.0,933.2572021484375
77000.0,857.767578125
77500.0,928.15478515625
78000.0,881.4675903320312
78500.0,966.3580322265625
79000.0,916.9920043945312
79500.0,974.6953125
80000.0,972.552734375
80500.0,899.0392456054688
81000.0,887.8486328125
81500.0,893.8189697265625
82000.0,935.2897338867188
82500.0,876.236328125
83000.0,917.89306640625
83500.0,880.625
84000.0,891.8016357421875
84500.0,940.5213012695312
85000.0,936.2312622070312
85500.0,935.4485473632812
86000.0,939.0321044921875
86500.0,928.6358642578125
87000.0,915.0557861328125
87500.0,918.6591796875
